employee_id,first_name,last_name,age,email,country,postal_code,favorite_color,job_title,salary,hire_date,department,manager_id,years_of_experience,performance_rating
1,Carrol,Georgeot,55,cgeorgeot0@yellowpages.com,Philippines,1204,red,Clinical Specialist,921991.4,7/18/2003,HR,1,16.2,4
2,Phillip,Lyal,48,plyal1@bloomberg.com,Canada,N2E,blue,Research Associate,338679.89,10/13/2021,Sales,2,11.2,3
3,Karel,Cohn,52,kcohn2@bizjournals.com,Indonesia,,red,Software Engineer IV,460052.74,11/21/2019,Finance,3,9.6,3
4,Edgardo,Sudy,50,esudy3@tinyurl.com,Vietnam,,blue,Quality Engineer,437482.72,1/5/2011,Sales,4,32.7,2
5,Regan,Stiddard,64,rstiddard4@census.gov,Brazil,65665-000,green,Environmental Specialist,674468.95,1/6/2003,Sales,5,41.5,1
6,Josefa,Addie,76,jaddie5@weather.com,Brazil,95960-000,red,Associate Professor,400379.61,3/24/2002,Finance,6,21.3,1
7,Marga,Labusquiere,59,mlabusquiere6@scientificamerican.com,Aland Islands,22820,green,Systems Administrator I,995042.28,11/24/2019,Sales,7,24.8,2
8,Ransom,Godart,75,rgodart7@studiopress.com,Czech Republic,507 23,green,Librarian,403880.63,5/26/2006,Finance,8,16.9,3
9,Ted,Gavahan,24,tgavahan8@theguardian.com,Japan,319-1559,green,Geological Engineer,502927.94,2/24/2021,Marketing,9,45.8,1
10,Maximilianus,Tort,79,mtort9@gov.uk,China,,blue,Quality Control Specialist,144824.14,2/18/2009,HR,10,38.0,2
11,Kerwin,Bamlet,69,kbamleta@mac.com,Sweden,383 24,green,Assistant Media Planner,792352.23,4/2/2015,HR,11,31.3,5
12,Niki,Beardow,30,nbeardowb@altervista.org,Israel,,blue,Teacher,294524.62,5/11/2017,Marketing,12,45.4,4
13,Vivianne,Udden,68,vuddenc@chron.com,Thailand,50000,green,Project Manager,268251.85,4/3/2021,Finance,13,28.8,1
14,Shurlock,Mousdall,71,smousdalld@tiny.cc,South Africa,7945,red,Biostatistician III,738109.72,1/15/2009,Sales,14,43.3,1
15,Bertina,Thormwell,80,bthormwelle@wsj.com,Zambia,,green,Occupational Therapist,62083.47,8/25/2001,IT,15,39.6,2
16,Sonnnie,Becken,59,sbeckenf@theatlantic.com,South Africa,6139,red,Account Executive,425409.37,1/22/2003,Marketing,16,43.8,4
17,Davita,Govan,81,dgovang@google.ru,Spain,08075,red,Safety Technician III,821946.41,11/30/2006,Finance,17,5.1,1
18,Clotilda,Ablewhite,55,cablewhiteh@delicious.com,South Africa,5097,red,Staff Accountant II,747906.57,9/11/2015,Marketing,18,31.5,2
19,Alleyn,Pattle,50,apattlei@hostgator.com,Czech Republic,739 51,red,Editor,899569.62,7/27/2005,Finance,19,18.2,5
20,Marijn,Nabarro,68,mnabarroj@msu.edu,Finland,58175,green,Desktop Support Technician,782126.43,8/7/2015,Sales,20,45.6,5
21,Hazel,Swoffer,83,hswofferk@wsj.com,China,,red,Accounting Assistant II,507797.83,2/15/2008,Sales,21,41.4,4
22,Andi,Von Brook,33,avonbrookl@ihg.com,Brazil,68625-000,red,Programmer IV,910111.73,1/18/2020,Sales,22,31.0,2
23,Arley,Sorsbie,67,asorsbiem@hao123.com,Sweden,120 01,blue,VP Product Management,671244.19,10/16/2002,Sales,23,13.9,1
24,Biddy,Rewbottom,32,brewbottomn@ucsd.edu,Ghana,,green,Staff Accountant I,664643.54,8/16/2017,Finance,24,36.9,1
25,Abbey,Jozefczak,39,ajozefczako@ucoz.com,Russia,652900,blue,General Manager,423279.99,8/25/2001,Sales,25,39.4,1
26,Gustave,Harrismith,35,gharrismithp@mozilla.org,Guinea,,blue,Junior Executive,620191.85,5/20/2021,IT,26,11.8,5
27,Tomlin,Gerger,55,tgergerq@moonfruit.com,Malaysia,90716,blue,Data Coordinator,560552.91,1/1/2011,Marketing,27,48.2,4
28,Martin,O'Kinedy,31,mokinedyr@businesswire.com,Russia,142139,red,Compensation Analyst,258015.96,9/21/2001,Sales,28,25.4,2
29,Albie,Clawley,71,aclawleys@pen.io,Dominican Republic,11503,green,Research Nurse,24513.78,3/12/2021,IT,29,33.2,1
30,Valida,Hatherall,40,vhatherallt@wufoo.com,Canada,V7R,green,Marketing Manager,685135.1,11/17/2020,Finance,30,9.3,3
31,Corry,Jarrell,62,cjarrellu@skyrock.com,France,35022 CEDEX 2,blue,Director of Sales,736969.05,11/13/2015,Marketing,31,49.3,4
32,Siward,Alenichev,28,salenichevv@naver.com,China,,blue,Computer Systems Analyst IV,893026.08,2/11/2018,HR,32,16.0,2
33,Rosalyn,Skipper,80,rskipperw@earthlink.net,Indonesia,,green,Senior Developer,753639.83,2/12/2010,Finance,33,7.1,1
34,Marybelle,FitzGeorge,58,mfitzgeorgex@abc.net.au,France,44324 CEDEX 3,red,Structural Analysis Engineer,219875.39,1/30/2013,Finance,34,24.5,4
35,Amery,Robion,78,arobiony@webeden.co.uk,Serbia,,red,Nurse Practicioner,259112.44,9/10/2011,Sales,35,27.7,2
36,Munmro,Von Helmholtz,61,mvonhelmholtzz@vkontakte.ru,Indonesia,,red,Mechanical Systems Engineer,381078.83,10/27/2021,HR,36,49.4,2
37,Alexis,Colles,33,acolles10@desdev.cn,Belarus,,green,Research Assistant IV,9287.33,6/14/2003,Sales,37,33.8,5
38,Merla,Witcherley,48,mwitcherley11@hc360.com,China,,blue,Office Assistant III,86852.33,12/6/2005,Finance,38,6.1,5
39,Glad,McMenamy,27,gmcmenamy12@ca.gov,Poland,44-274,green,Media Manager II,206289.22,7/12/2002,IT,39,8.6,3
40,Cullen,Mungham,40,cmungham13@theatlantic.com,Czech Republic,783 53,red,Analyst Programmer,698583.56,12/8/2015,Sales,40,0.8,3
41,Benji,Beadham,67,bbeadham14@privacy.gov.au,China,,green,Programmer Analyst I,111790.73,2/2/2013,IT,41,26.1,4
42,Christiane,Duckering,62,cduckering15@nifty.com,Switzerland,8023,blue,Design Engineer,651652.8,2/19/2020,Finance,42,5.3,4
43,Nada,Papaccio,70,npapaccio16@nifty.com,Philippines,6806,green,Geologist II,322842.22,11/23/2005,Finance,43,31.1,1
44,Wylie,Geleman,25,wgeleman17@marriott.com,China,,red,Registered Nurse,69496.36,2/27/2018,Sales,44,35.3,5
45,Gwendolyn,Fludgate,78,gfludgate18@un.org,China,,green,Dental Hygienist,120743.68,9/15/2007,Finance,45,16.9,5
46,Mora,Poutress,50,mpoutress19@theglobeandmail.com,Russia,628206,green,Safety Technician I,57336.55,2/12/2000,Finance,46,7.1,4
47,Debbi,Lung,77,dlung1a@t.co,Norway,9510,red,Structural Analysis Engineer,231653.23,6/29/2014,Marketing,47,9.4,3
48,Eleanor,Woodson,19,ewoodson1b@netscape.com,Philippines,2622,red,Data Coordinator,767956.76,11/3/2008,HR,48,16.5,5
49,Morie,Juschke,47,mjuschke1c@msu.edu,China,,red,Research Associate,814798.41,3/5/2012,Finance,49,34.2,1
50,Hazel,Hamblen,79,hhamblen1d@odnoklassniki.ru,Pakistan,52081,green,Senior Financial Analyst,19799.91,2/16/2020,IT,50,41.6,5
51,Ruthy,Izzard,64,rizzard1e@yolasite.com,Iran,,red,Electrical Engineer,905549.77,10/7/2004,Finance,51,26.2,3
52,Pat,Jacobsz,46,pjacobsz1f@answers.com,Vietnam,,green,Assistant Professor,326379.75,12/20/2006,Finance,52,25.2,3
53,Austine,Laurenzi,19,alaurenzi1g@globo.com,France,14109 CEDEX,blue,Chemical Engineer,785764.37,6/23/2019,Sales,53,48.4,4
54,Temple,Bowfin,45,tbowfin1h@angelfire.com,Thailand,81140,green,Actuary,470849.39,5/26/2013,Finance,54,27.7,3
55,Lorne,Benstead,30,lbenstead1i@nyu.edu,United States,56372,red,Food Chemist,889391.84,10/5/2007,IT,55,18.4,4
56,Marjory,Sporgeon,38,msporgeon1j@nba.com,Peru,,blue,Automation Specialist III,254088.49,2/14/2013,Sales,56,0.3,2
57,Minor,Venables,37,mvenables1k@ifeng.com,China,,blue,Professor,687618.18,1/24/2021,Finance,57,45.1,1
58,Terrie,Charrier,52,tcharrier1l@alibaba.com,Philippines,8421,green,Mechanical Systems Engineer,747725.03,2/21/2007,HR,58,10.8,3
59,Irvin,Memmory,20,imemmory1m@yellowbook.com,China,,red,Administrative Officer,438891.59,1/24/2015,Sales,59,6.2,1
60,Shirleen,Deny,54,sdeny1n@tumblr.com,Yemen,,green,Mechanical Systems Engineer,29510.33,6/21/2011,Marketing,60,14.3,1
61,Harald,Barnaby,49,hbarnaby1o@dailymotion.com,Japan,999-3242,blue,Legal Assistant,537700.69,9/30/2004,Sales,61,21.6,1
62,Kari,Vallis,71,kvallis1p@salon.com,Macedonia,1011,red,Account Executive,511191.56,1/19/2004,Finance,62,13.2,1
63,Ainslie,De Malchar,71,ademalchar1q@sina.com.cn,Czech Republic,747 67,blue,Human Resources Manager,560990.92,11/10/2010,Finance,63,48.7,5
64,Francois,Eskriet,69,feskriet1r@oaic.gov.au,France,34186 CEDEX 4,blue,Administrative Officer,56258.83,9/23/2022,IT,64,27.6,4
65,Fabian,Baudy,33,fbaudy1s@elegantthemes.com,Philippines,6010,green,Structural Engineer,297363.28,1/18/2007,HR,65,11.9,4
66,Gerianna,Jorio,63,gjorio1t@artisteer.com,Czech Republic,413 01,green,Computer Systems Analyst IV,317704.62,7/20/2004,Finance,66,2.0,2
67,Janean,Hatherill,19,jhatherill1u@dell.com,Indonesia,,blue,Senior Editor,914049.54,7/14/2012,IT,67,42.1,1
68,Diana,Chater,55,dchater1v@opera.com,Indonesia,,blue,Health Coach IV,576677.24,11/24/2019,IT,68,45.4,2
69,Dominick,Skelding,42,dskelding1w@1688.com,Philippines,8113,blue,VP Accounting,77295.54,2/16/2004,Finance,69,42.8,5
70,Hortense,Stairs,68,hstairs1x@wikipedia.org,Norway,2418,green,Data Coordinator,924074.27,9/19/2005,IT,70,28.4,3
71,Emelen,Squier,60,esquier1y@tinypic.com,United States,95108,red,Payment Adjustment Coordinator,804951.62,10/7/2003,Sales,71,47.6,1
72,Mikel,Laherty,79,mlaherty1z@bravesites.com,Indonesia,,blue,Assistant Manager,858011.02,1/21/2005,HR,72,12.7,4
73,Zach,Beaudry,85,zbeaudry20@g.co,Indonesia,,red,Help Desk Operator,332009.85,1/4/2022,IT,73,46.3,5
74,Antonina,O'Fairy,64,aofairy21@un.org,Nepal,,blue,Senior Cost Accountant,888171.66,10/18/2014,Finance,74,45.9,2
75,Abdel,Coppins,24,acoppins22@sohu.com,Philippines,1600,red,VP Quality Control,221222.78,2/16/2018,HR,75,32.4,2
76,Chrysa,Freschini,70,cfreschini23@hao123.com,Nepal,,green,Executive Secretary,604564.99,10/31/2015,HR,76,25.0,1
77,Kaela,Imrie,61,kimrie24@a8.net,Peru,,green,Staff Accountant I,8548.61,5/24/2008,Marketing,77,25.8,3
78,Rand,Seaton,66,rseaton25@un.org,Thailand,33160,green,Human Resources Assistant II,726035.1,2/21/2015,IT,78,15.3,1
79,Tobiah,Itscowics,80,titscowics26@icio.us,China,,green,Internal Auditor,636401.11,8/1/2005,Finance,79,12.7,3
80,Demetris,Listone,44,dlistone27@wufoo.com,Haiti,,red,Statistician II,575262.17,4/11/2019,Sales,80,41.2,4
81,Moises,Moyle,30,mmoyle28@desdev.cn,Czech Republic,338 08,green,Recruiting Manager,341782.22,6/10/2017,HR,81,0.9,1
82,Crissie,Spradbery,64,cspradbery29@sbwire.com,China,,green,Developer III,869665.58,9/9/2014,Finance,82,10.2,3
83,Linoel,Lichfield,35,llichfield2a@miibeian.gov.cn,Macedonia,1214,green,Statistician IV,776510.22,11/14/2012,HR,83,2.8,1
84,Issy,Cotgrove,82,icotgrove2b@cnn.com,Azerbaijan,,red,Quality Engineer,279883.05,2/23/2018,Sales,84,45.8,4
85,Boniface,Benwell,41,bbenwell2c@blinklist.com,Indonesia,,green,Recruiting Manager,360502.84,5/4/2018,HR,85,35.5,3
86,Kathlin,Jonas,53,kjonas2d@wunderground.com,Poland,24-120,green,Nurse Practicioner,483462.76,6/27/2007,Marketing,86,5.0,5
87,Kippy,Riach,27,kriach2e@state.gov,China,,blue,Chemical Engineer,656834.7,3/13/2009,IT,87,17.1,5
88,Casi,Snoad,57,csnoad2f@naver.com,Indonesia,,blue,Human Resources Assistant IV,543671.64,10/21/2012,Sales,88,12.2,3
89,Nannie,Affleck,31,naffleck2g@salon.com,Mongolia,,blue,Registered Nurse,844343.63,7/29/2003,Finance,89,24.8,3
90,Aidan,Comar,55,acomar2h@wired.com,China,,green,Financial Advisor,278584.87,9/22/2018,HR,90,14.7,3
91,Lizbeth,Choppin,43,lchoppin2i@alexa.com,United States,76705,blue,Staff Scientist,294673.22,6/6/2003,Sales,91,40.9,5
92,Alf,Berrigan,47,aberrigan2j@yelp.com,China,,blue,Mechanical Systems Engineer,336842.73,10/22/2018,HR,92,41.9,3
93,Eugenie,Croci,77,ecroci2k@unesco.org,China,,blue,Physical Therapy Assistant,132454.9,10/14/2018,Marketing,93,19.5,1
94,Brendis,Hattrick,39,bhattrick2l@miitbeian.gov.cn,Argentina,2657,red,Senior Quality Engineer,296941.92,9/9/2015,Marketing,94,11.9,4
95,Darnell,Wigzell,50,dwigzell2m@about.me,Indonesia,,blue,VP Sales,158449.45,4/29/2002,Marketing,95,12.1,3
96,Amelita,Heinert,78,aheinert2n@123-reg.co.uk,Vietnam,,green,Help Desk Operator,643171.2,9/3/2013,HR,96,24.7,2
97,Lyman,Joynt,84,ljoynt2o@multiply.com,China,,blue,Project Manager,504291.95,11/3/2010,Finance,97,26.6,1
98,Michel,Ebsworth,48,mebsworth2p@fastcompany.com,China,,green,Software Consultant,369506.99,4/8/2012,Finance,98,6.8,5
99,Jaquelyn,Hutable,72,jhutable2q@flavors.me,North Korea,,blue,Financial Analyst,974360.53,1/4/2020,Finance,99,24.6,4
100,Bealle,Loeber,82,bloeber2r@com.com,Ecuador,,red,Mechanical Systems Engineer,742537.42,4/1/2012,HR,100,10.7,4
